transcript_id,sample01,sample02,sample03,sample04,sample05,sample06,sample07,sample08,sample09,sample10,sample11,sample12
AT4G21880.1,328,423,410,343,316,386,441,353,317,358,568,533
AT4G21880.2,9,45,38,21,18,34,13,40,15,39,41,27
AT4G20580.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G43490.1,85,300,57,98,62,182,9,51,120,78,106,319
AT2G43490.3,112,166,321,200,344,76,100,142,26,109,192,114
AT2G43490.2,86,73,116,40,40,214,189,180,102,127,151,145
AT2G43490.5,21,21,21,16,17,9,22,22,12,41,53,7
AT2G43490.4,41,187,257,231,105,34,110,132,65,256,313,26
AT2G43490.7,8,32,0,14,0,0,0,0,38,6,0,0
AT2G43490.6,162,77,121,29,27,48,243,130,76,77,41,101
AT4G32850.7,0,0,65,0,0,0,0,0,34,0,12,46
AT4G32850.6,494,254,425,614,634,328,615,320,155,448,612,520
AT4G32850.5,533,1007,976,481,715,411,354,741,608,547,660,255
AT4G23040.1,244,268,276,229,238,199,269,157,196,300,322,334
AT4G32850.3,7,11,34,0,35,41,6,0,13,7,5,31
AT4G32850.2,8,15,44,0,0,29,0,0,0,11,0,23
AT4G32850.1,479,626,338,544,460,127,415,229,214,592,657,203
AT3G23450.2,316,247,312,217,300,205,235,153,98,156,214,126
AT3G23450.3,50,28,58,41,12,60,57,28,74,22,37,23
AT3G23450.1,1723,1346,2044,1681,709,2026,1493,1561,1402,1362,1372,1119
AT3G23450.4,58,91,138,70,28,95,52,105,49,62,165,78
AT4G32850.8,0,0,0,30,0,0,0,0,0,0,0,0
AT3G02825.1,1,0,0,0,0,0,0,0,0,1,0,0
AT1G09043.1,0,0,0,0,1,0,0,3,0,0,6,0
AT3G23180.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G06230.1,17,20,13,12,16,20,43,29,15,45,13,42
AT5G06230.3,0,1,8,0,6,0,5,1,0,3,0,0
AT5G06230.2,15,9,0,6,3,0,1,5,3,7,11,4
AT4G32840.1,418,517,650,378,342,424,605,563,314,450,496,705
AT5G45130.2,3,7,5,0,11,4,5,1,30,0,2,0
AT5G63290.1,201,194,218,185,161,166,278,156,122,286,265,343
AT5G45130.1,1847,2086,2349,1992,1220,2170,2034,1887,1419,2468,2857,2487
AT3G49340.1,0,5,29,0,32,8,4,0,0,0,0,0
AT5G63690.2,5,6,4,3,14,2,4,5,3,5,6,5
AT5G54680.1,3962,4445,4648,3834,2854,3773,4291,3728,3113,4288,5624,4989
AT3G03600.1,787,871,921,723,810,815,841,785,687,815,1095,899
AT4G26095.2,106,157,120,33,123,200,153,154,42,200,39,94
AT4G26095.1,527,476,496,499,240,423,366,530,529,590,731,767
AT1G15020.1,12,66,84,0,25,146,32,35,122,164,105,57
AT1G15020.2,719,736,892,671,323,556,656,791,400,555,921,730
AT3G10405.1,2436,2572,2787,2063,1433,2210,2631,2436,1824,2379,2884,2458
AT4G04040.1,4479,5085,5278,4126,3999,4841,4439,4577,3271,4803,6188,5382
AT4G36795.1,4,3,2,5,0,1,0,0,0,5,3,0
AT1G72470.1,614,744,879,695,465,618,594,619,374,607,718,693
AT5G27090.2,0,0,0,0,0,0,0,0,0,0,0,0
AT2G44175.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G55670.2,274,279,170,260,579,199,96,89,97,248,198,152
AT1G18460.1,4377,4580,5433,3804,2730,3996,4508,4141,3242,4478,4788,4081
AT2G39540.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G50570.1,896,1036,913,1014,759,842,920,794,926,1074,1112,1028
AT1G58070.1,353,278,409,274,185,324,360,371,255,308,358,414
AT5G61540.2,127,82,92,126,88,136,139,189,37,143,238,82
AT2G01990.1,36,105,82,49,74,48,49,23,40,52,115,96
AT3G55120.1,1858,1869,2165,1784,1585,1994,1683,1348,1220,1643,1955,1792
AT5G60240.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G43850.2,0,20,3,0,10,23,11,14,32,41,46,39
AT2G03560.1,0,1,4,4,0,0,0,9,0,4,6,0
AT4G38390.1,0,0,0,0,0,0,0,0,0,0,0,4
AT4G20420.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G03880.1,46,36,34,65,40,31,49,47,37,77,91,70
AT4G39220.2,15,0,25,0,0,0,0,1,0,0,4,0
AT1G32500.1,5126,5663,5713,4144,3353,4544,5447,4988,3975,5187,6356,4760
AT3G12100.1,498,460,490,446,240,351,415,505,324,476,593,507
AT3G44716.1,43,8,91,82,38,89,89,46,27,43,87,58
AT3G44716.2,0,33,50,0,17,0,6,15,26,15,20,15
AT5G02600.1,225,223,273,214,135,105,238,182,231,306,324,307
AT5G02600.2,151,173,284,89,38,326,101,107,120,238,261,235
AT5G02600.3,144,161,167,154,122,134,210,152,86,136,71,114
AT1G26355.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G14276.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G13860.2,4,8,0,2,4,1,2,0,0,3,0,4
AT1G10360.1,2633,2589,2733,2593,1108,2593,2939,2834,2006,2770,3096,2506
AT5G08000.2,0,27,24,33,0,0,19,14,0,26,9,0
AT2G44870.1,3735,4370,4651,3577,3236,4489,4009,3881,3135,4255,4777,4467
AT5G49305.3,0,0,0,0,0,0,0,0,0,0,0,0
AT4G13860.1,8,10,4,22,5,6,25,12,3,20,4,6
AT5G34830.1,9,0,8,9,5,17,0,6,3,10,6,0
AT3G24880.1,0,0,8,0,0,4,11,3,2,3,0,4
AT3G24880.2,1949,2312,1842,1748,1361,2246,2194,1811,1297,2357,2078,2167
AT3G24880.3,282,128,686,341,78,107,145,488,400,96,575,279
AT1G02690.2,0,0,0,0,0,0,0,0,2,0,3,0
AT1G02690.1,586,740,865,465,502,480,592,629,490,513,637,783
AT4G13260.3,0,0,0,0,0,0,0,0,0,0,0,0
AT3G09960.1,0,4,4,0,0,0,0,0,0,0,0,0
AT5G44560.4,5,5,3,2,1,7,8,3,4,3,4,4
AT1G30455.1,0,0,0,0,0,0,0,0,0,0,0,3
AT2G26550.4,222,147,178,109,156,121,80,130,190,299,617,134
AT5G49305.2,17,7,10,0,0,0,11,11,4,16,17,7
AT2G28120.1,284,327,373,314,244,295,388,272,336,611,766,685
AT2G26550.1,17,12,16,17,40,16,26,12,9,9,100,23
AT2G26550.3,12,3,11,12,21,4,10,2,10,14,11,15
AT2G26550.2,1322,1271,1601,1163,1059,1216,1521,1347,1035,1483,1297,1726
AT5G36240.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G61520.1,506,536,645,582,647,545,467,567,380,674,787,804
AT1G26520.1,467,534,566,437,419,324,501,431,373,461,542,529
AT3G14490.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G58560.1,4189,4650,4731,4052,2504,3757,3989,3862,3054,4696,4987,4676
AT5G49305.5,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08592.1,0,0,0,118,139,139,176,0,0,138,0,0
AT1G08592.2,0,0,0,0,0,0,0,0,0,0,0,0
AT4G11373.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G10170.3,345,360,186,1092,96,1465,345,45,361,1302,146,183
AT5G44450.2,702,762,790,674,566,598,739,555,447,558,837,812
AT3G49305.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07115.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G53610.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G51130.1,1405,1460,1561,1464,873,1487,1527,1456,1207,2161,2282,2269
AT5G52545.1,28,104,91,14,14,82,55,81,39,44,61,69
AT4G20190.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G38280.2,1267,1821,1309,1428,1086,1036,1298,956,1062,1327,1758,1638
AT2G38280.1,1775,1767,2404,1323,975,1471,1433,1718,934,1541,1596,1412
AT1G05727.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G23360.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G25070.1,31,0,0,0,0,0,0,0,0,0,0,22
AT3G25240.1,0,4,0,0,0,0,0,0,3,0,0,0
AT2G28680.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G25070.2,11,32,33,35,43,57,25,91,51,53,66,34
AT1G57780.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G45590.2,54,83,48,30,118,24,70,87,45,16,113,19
AT5G20560.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G51360.10,0,0,0,0,0,0,0,0,0,0,0,0
AT4G07085.1,0,0,0,0,4,0,0,0,0,2,0,0
AT5G42700.2,4,5,8,5,4,1,4,6,5,0,0,11
AT5G25530.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G51170.3,11,37,42,68,94,78,17,17,77,104,102,67
AT5G25530.2,0,7,0,0,0,7,0,4,4,0,0,1
AT5G23990.2,0,0,0,0,0,0,0,0,0,0,0,0
AT5G01385.1,0,0,0,0,4,0,0,0,0,0,0,0
AT4G33940.2,43,109,128,95,58,153,84,144,250,251,122,295
AT3G47950.2,0,0,0,0,0,0,0,0,0,0,0,0
AT4G10650.1,71,95,63,49,59,65,85,56,72,80,61,100
AT4G16215.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07535.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G46460.1,0,0,0,0,0,0,0,7,0,0,1,0
AT2G20120.2,0,0,0,10,0,0,0,0,0,0,0,0
AT2G20120.1,1185,1411,1435,1093,637,1230,1305,1255,971,1303,1566,1355
AT2G27610.1,87,40,82,62,77,75,76,95,71,98,86,91
AT1G34930.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G05285.1,19,26,21,35,16,38,14,32,24,29,25,22
AT3G14390.1,4564,4460,4893,3939,3336,3643,4232,4211,3121,4667,5393,4611
AT3G57090.1,1140,1299,1307,1283,1216,1037,1124,997,852,1363,1921,1713
AT5G00825.1,4,0,3,0,0,3,3,0,0,2,4,0
AT3G60660.1,121,89,145,105,54,82,90,149,82,86,59,109
AT3G02585.1,4,0,3,0,8,0,3,7,0,4,3,4
AT3G57940.2,0,0,0,0,0,0,0,0,0,0,0,0
AT3G57940.1,1064,1369,1316,782,616,836,880,1047,763,1038,1271,1177
AT1G24130.1,3,15,10,13,10,21,16,12,11,11,42,25
AT1G35035.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G58787.2,61,43,0,28,180,21,38,43,36,68,129,92
AT4G27260.1,1073,1119,1329,887,843,992,1102,1164,942,1490,1160,1566
AT2G25000.4,13,10,8,11,9,4,6,5,36,11,8,4
AT2G25000.2,0,0,14,0,0,2,0,0,0,0,0,2
AT2G25000.3,0,45,0,0,0,8,12,25,0,14,8,6
AT2G25000.1,43,154,196,159,88,212,129,135,41,111,108,117
AT2G41415.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G01600.1,4409,4998,5179,5133,3973,6591,5379,3553,4371,6521,11310,6035
AT1G21470.1,0,7,0,15,8,0,6,0,5,0,0,6
AT1G21470.2,20,0,0,0,0,0,0,4,0,8,0,3
AT1G09593.1,0,0,0,0,0,0,0,0,0,0,3,0
AT3G01780.2,285,407,533,590,211,516,434,376,420,641,499,445
AT5G61190.8,0,74,35,47,0,33,21,0,0,63,124,120
AT3G01780.1,2780,2854,3011,2397,1871,2471,2423,2427,1744,2327,2976,2479
AT1G45474.2,1689,6505,2674,5740,8004,1754,1828,4456,1377,6060,8453,5713
AT1G02880.6,7,8,0,4,3,15,38,48,7,71,44,71
AT1G45474.1,7012,4063,8889,4054,5916,7765,6927,4102,5364,3714,4792,6295
AT5G02355.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G05605.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G36500.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G02880.5,174,213,238,97,110,277,176,216,186,159,135,137
AT5G58784.1,8,0,0,0,3,0,0,0,0,4,0,0
AT2G15740.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G07930.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04320.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G16980.1,14,14,4,3,5,3,8,5,5,3,5,9
AT5G07930.3,0,0,0,0,0,0,0,0,0,0,0,0
AT4G25400.2,0,0,0,0,0,0,0,0,0,0,0,0
AT5G41850.1,183,178,225,149,257,161,186,192,134,201,290,250
AT1G78240.2,0,186,103,0,277,80,359,158,143,252,270,0
AT3G10790.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G44980.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G57580.1,2233,2580,2705,2607,2124,2328,2521,2714,1865,3519,3672,3575
AT1G41880.2,176,103,104,159,77,100,307,107,110,34,152,116
AT1G41880.1,9409,7678,9672,6412,1842,7682,8921,8785,6897,7747,8137,7058
AT2G41760.1,576,654,696,621,545,560,539,601,522,666,868,830
AT2G27260.1,538,534,678,670,623,670,626,549,472,798,959,837
AT4G12320.1,3121,3383,3712,3321,2463,3607,3221,2720,2089,2647,3703,2885
AT3G32030.1,3,4,0,0,0,0,0,3,0,0,17,0
AT1G48405.1,8,3,3,6,0,0,0,5,0,9,14,11
AT5G62165.16,0,0,0,0,0,0,0,0,0,0,0,0
AT5G02935.1,23,5,16,14,14,8,15,21,10,9,11,13
AT3G16160.1,4,14,17,15,22,4,16,16,21,6,27,13
AT5G65610.1,57,54,56,49,30,64,43,53,41,64,61,60
AT3G61640.1,632,516,648,405,120,446,574,639,447,611,586,557
AT3G15790.1,5,0,30,8,7,2,4,45,0,0,157,40
AT3G15790.2,1730,2085,1869,2141,3499,1984,1950,1754,1356,2026,2628,3060
AT3G15790.3,181,227,376,281,199,251,125,204,179,411,211,177
AT5G53360.1,123,74,95,119,51,142,82,155,81,207,141,104
AT5G62520.2,9,4,0,0,0,0,15,0,0,0,0,17
AT5G62520.1,0,0,32,19,24,20,8,6,8,11,14,12
AT2G42270.1,2637,2972,2787,2702,2176,2823,2460,2688,2005,2835,3625,3100
AT5G59690.1,4982,5109,5806,4128,4333,4919,4930,5093,3723,4375,5386,5096
AT2G09645.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G03530.1,439,515,631,473,455,446,343,436,315,575,632,586
AT5G05885.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G29560.2,21,31,197,49,133,19,44,33,76,15,17,0
AT1G51360.1,427,400,417,321,232,434,355,326,358,388,351,400
AT1G29560.1,195,201,20,192,61,178,84,226,71,175,184,232
AT2G06655.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G38690.1,0,0,0,0,0,0,2,10,0,2,0,3
AT5G03530.2,37,87,45,0,24,34,96,31,33,26,0,24
AT1G16370.1,25,39,131,79,20,170,43,63,45,107,130,116
AT3G14630.1,68,0,0,0,81,17,84,0,0,85,124,17
AT1G51370.1,35,60,188,97,105,73,30,77,47,92,128,118
AT1G51370.2,13,22,19,28,0,9,14,13,24,9,14,13
AT1G51370.3,134,71,56,73,20,135,159,58,64,123,66,122
AT1G60630.1,282,240,313,167,76,189,211,247,114,188,208,239
AT4G24130.1,286,443,545,395,462,435,435,317,259,385,463,463
AT5G62165.11,0,0,0,0,0,0,0,0,0,0,0,0
AT4G17060.1,983,923,1039,868,1189,834,740,820,544,1005,1226,1082
AT1G17630.2,33,7,41,17,129,49,8,8,18,20,224,75
AT1G17630.1,123,147,103,174,0,90,118,100,73,143,11,82
AT1G77460.1,0,0,0,0,0,0,0,319,0,0,0,0
AT1G77460.2,409,802,763,150,549,759,549,0,566,664,1,801
AT1G77460.3,677,479,593,790,276,475,661,606,408,180,1067,488
AT1G77460.4,224,140,168,386,0,0,0,421,0,450,225,0
AT3G04985.1,0,0,1,1,1,0,1,1,1,1,0,0
AT3G23020.1,268,229,284,251,258,197,308,235,198,344,288,305
at3g03245,0,0,0,0,0,0,0,0,0,0,0,0
AT1G53540.1,4,0,0,0,0,0,0,0,0,9,7,8
AT5G23430.3,0,0,213,94,0,57,0,54,68,137,224,30
AT5G23430.1,852,830,725,511,727,514,799,714,540,699,542,874
AT2G23348.3,3,2,9,4,12,4,1,5,4,16,5,17
AT2G23348.2,8,3,0,9,16,12,4,7,14,0,11,0
AT2G23348.1,0,7,0,0,0,0,7,7,0,1,14,0
AT5G36180.3,0,4,0,0,0,0,0,0,0,0,0,0
AT2G23348.4,3,6,0,0,0,4,5,11,0,0,20,0
AT1G04103.2,0,0,0,0,0,0,0,0,0,0,0,0
AT3G60500.4,180,140,213,30,120,70,114,105,79,157,229,161
AT2G07794.1,0,1,1,2,2,1,0,2,0,1,2,1
AT3G60500.1,730,872,423,671,602,663,517,671,580,432,608,895
AT5G03635.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G60500.3,98,49,131,29,84,84,116,35,68,172,248,121
AT3G60500.2,108,79,419,148,124,117,445,128,102,356,410,44
AT1G21722.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G07835.1,3,6,8,4,0,5,8,12,5,8,11,3
AT1G08743.1,0,0,0,0,0,0,0,2,0,4,0,0
AT3G04935.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G56840.1,684,915,793,849,661,696,846,795,644,813,1043,868
AT3G10710.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G59340.1,68,96,93,129,58,113,118,108,75,132,129,163
AT3G02115.1,1,1,1,2,0,0,0,0,0,0,2,0
AT1G21170.1,978,1251,1190,958,597,1200,1018,1209,930,1238,1366,1015
AT1G21170.2,198,75,218,179,313,5,129,0,95,52,2,451
AT1G77270.1,261,285,408,294,313,256,255,189,96,295,190,243
AT1G08260.1,2282,2481,2658,1988,1553,1748,1649,2188,1581,1981,2323,2328
AT1G08260.2,48,122,81,64,0,193,739,88,239,250,167,86
AT1G77270.2,117,217,157,22,152,58,143,128,316,169,204,249
AT4G12980.1,6775,6937,7727,6428,4515,7534,6952,6430,4890,6657,7464,6322
AT2G09210.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G07285.1,58,47,54,49,53,51,69,43,33,80,82,103
AT1G62680.2,0,0,7,0,3,12,9,0,0,0,0,0
AT5G12390.1,319,298,373,330,373,216,270,255,174,432,551,542
AT1G62680.1,215,193,289,141,183,136,166,266,128,222,288,208
AT3G25230.1,6036,7279,6670,5534,8383,5134,5465,5367,4080,5383,6484,6844
AT3G25230.2,0,0,267,15,43,296,585,56,204,429,435,0
AT3G58950.1,0,0,0,0,0,0,0,0,0,9,0,0
AT3G45090.2,187,58,0,0,0,0,0,0,63,0,0,0
AT3G45090.1,570,826,893,715,568,750,776,745,474,987,851,893
AT1G05900.2,1025,969,1227,823,723,1054,904,679,717,1169,1175,963
AT3G26210.1,243,567,345,455,579,598,300,406,255,763,694,910
AT1G05900.1,115,222,132,257,74,46,264,392,64,0,148,300
AT5G39830.2,413,507,854,477,417,500,488,281,358,588,951,975
AT4G39390.1,238,227,260,331,1,250,374,327,254,175,423,287
AT4G39390.3,0,0,0,0,0,1,17,3,8,1,0,0
AT4G02870.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G63770.1,56,0,0,0,0,165,23,0,136,0,0,14
AT1G63770.3,1322,1177,1402,1508,243,1111,1363,0,1083,1245,1755,2468
AT1G32780.1,493,605,647,553,366,603,649,480,379,443,539,526
AT2G01200.2,0,0,5,0,0,0,0,0,0,0,10,0
AT1G63770.4,167,0,4,0,233,2,33,680,0,247,0,139
AT1G63770.7,168,188,231,360,0,740,1626,137,892,4,417,112
AT1G11220.1,24,35,24,30,50,12,8,56,14,26,19,51
AT5G52580.3,464,334,318,289,366,562,736,524,365,235,522,674
AT5G66120.1,21,5,8,21,32,12,19,12,7,12,23,16
AT4G32630.6,0,0,0,0,0,0,0,0,0,0,0,0
AT3G07225.1,0,0,0,0,0,0,0,0,0,0,4,0
AT1G04800.1,7700,8730,9808,5153,13152,5331,7088,6742,6025,6991,7515,9820
AT1G74520.2,0,0,0,0,0,0,0,0,0,0,0,0
AT3G49660.1,353,368,409,266,241,259,347,322,234,309,353,323
AT4G32630.5,0,0,0,0,0,0,0,0,0,0,0,0
AT5G03780.1,102,128,286,185,107,152,155,174,140,133,217,203
AT1G64810.1,1047,1316,1431,1225,1271,1170,1240,1137,927,1482,2111,1794
AT3G51220.1,98,189,176,152,65,145,111,123,79,135,141,145
AT1G64810.2,6,27,6,93,16,54,91,13,32,45,51,74
AT4G00200.2,8,33,14,16,25,42,12,10,14,61,16,16
AT4G00200.1,119,84,107,116,51,87,120,122,102,97,146,117
AT5G13640.3,2,25,1,0,1,16,1,0,0,6,0,56
AT4G32320.1,1035,1183,1226,1143,1405,1068,1026,954,901,1155,1487,1405
AT3G22950.1,833,992,933,755,681,945,875,791,623,924,1260,942
AT3G22950.2,66,197,193,131,82,128,239,132,105,103,216,203
AT2G46540.1,1145,1167,1457,1153,967,1123,1284,1071,818,1177,1481,1276
AT4G32630.2,0,0,7,0,0,0,0,0,0,6,0,4
AT2G35738.1,0,0,27,0,0,0,8,51,1,31,0,0
AT2G35738.3,0,0,0,19,0,0,0,0,0,18,0,0
AT2G35738.2,2,0,0,0,0,0,0,0,0,8,0,0
AT2G35738.5,0,0,0,0,0,53,64,0,77,0,0,0
AT2G35738.4,0,0,0,0,0,0,0,0,0,0,0,0
AT2G35738.7,2,0,5,0,20,0,52,86,0,6,67,47
AT2G35738.6,198,159,122,162,96,120,53,33,17,104,163,176
AT3G01319.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G08525.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G55930.1,342,369,443,286,242,258,281,295,323,436,444,330
AT1G62305.2,0,0,0,0,0,0,0,0,0,0,4,0
AT1G62305.3,22,64,20,0,47,0,18,0,5,0,23,33
AT1G62305.1,263,119,154,179,43,279,171,171,113,329,285,212
AT1G72130.1,891,1176,1466,1103,871,786,578,667,844,304,1492,666
AT1G72130.3,0,42,35,0,0,197,158,0,52,52,95,37
AT1G72130.2,1176,998,805,958,320,1047,1288,1156,573,1460,555,1188
AT5G09925.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G28400.1,735,854,778,862,1027,741,674,699,637,889,1298,1030
AT2G25650.1,177,174,273,227,374,222,213,263,171,212,244,213
AT5G45715.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G27060.1,298,378,401,389,271,322,417,329,300,418,583,549
AT5G16790.2,13,30,21,40,29,58,53,40,35,10,14,44
AT5G16790.1,126,58,102,126,69,44,90,61,33,122,145,82
AT3G62660.1,958,963,1131,933,1043,989,929,953,631,1051,1397,1337
AT1G27500.2,0,0,1,26,0,10,32,9,9,1,28,22
AT4G17570.3,304,380,283,421,145,226,433,210,606,418,691,339
AT1G27500.1,350,488,577,382,384,375,420,440,363,475,615,478
AT5G38280.1,69,46,28,41,40,29,33,24,6,13,34,34
AT4G09445.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G43930.1,274,323,502,715,281,535,689,682,432,556,805,604
AT5G38280.2,0,0,0,0,0,0,0,0,0,0,0,0
AT5G08285.1,6,3,15,12,8,8,12,8,7,7,8,13
AT5G37910.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G19280.1,277,378,392,244,341,361,372,327,207,305,408,329
AT2G22345.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G65070.1,0,0,0,2,0,0,0,2,0,0,0,3
AT1G65070.2,1226,841,1503,1052,875,901,1262,1151,826,1011,1480,1199
AT1G65070.3,833,1046,824,790,558,1099,1003,1015,458,975,1127,1132
AT1G65070.4,0,90,78,0,0,0,113,0,223,54,0,0
AT4G09670.1,2783,2936,3036,2724,2288,2462,2802,2533,2259,2894,3822,3157
AT4G01370.1,2341,2832,2851,2074,1947,2008,2078,2257,1777,2488,3046,3126
AT5G13790.1,39,34,49,7,8,69,69,19,10,64,0,5
AT5G13790.2,70,62,20,42,69,17,0,67,56,35,104,61
AT1G09733.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G34630.2,2477,1871,2482,1870,1055,1781,1729,1488,1509,1881,2142,1380
AT2G34630.1,69,484,355,325,291,504,351,451,211,400,402,895
AT3G59370.1,10,0,25,12,13,10,0,4,0,7,24,15
AT5G09570.1,5,7,11,0,11,0,27,14,12,55,46,15
AT3G27610.4,16,85,15,12,74,14,13,20,16,7,16,98
AT3G27610.5,21,33,78,59,32,43,74,122,62,69,335,87
AT3G27610.6,146,162,37,122,30,58,60,63,32,100,28,165
AT3G27610.7,19,0,0,16,0,40,22,23,95,8,14,35
AT3G27610.1,179,95,183,101,160,183,208,67,86,219,162,66
AT3G27610.2,27,43,99,82,7,80,93,164,43,20,38,65
AT3G27610.3,10,16,16,18,40,12,9,82,45,9,38,72
AT5G43930.3,374,304,309,0,93,271,85,140,163,233,134,107
AT3G27610.8,4,0,0,9,21,58,4,8,0,13,49,14
AT3G27610.9,7,4,0,15,7,76,5,6,2,30,7,23
AT4G34550.1,151,250,308,194,113,195,227,195,99,92,119,112
AT4G34550.2,10,28,14,12,11,27,13,19,21,20,7,9
AT2G22930.2,16,0,0,0,9,0,0,0,0,0,15,0
AT2G22930.1,1,1,24,17,7,6,22,28,0,6,9,21
AT5G65040.1,18,21,57,16,32,4,21,18,30,22,28,31
AT1G45130.2,19,12,5,5,4,7,34,99,20,74,4,54
AT1G45130.1,1343,1540,1648,1454,848,1371,1405,1125,944,1399,1706,1693
AT2G31500.1,0,9,0,0,10,11,0,0,0,0,0,0
AT3G46030.1,4383,4737,5489,4203,6405,4232,4414,4414,3385,4203,5897,5191
AT1G31370.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G47470.1,297123,337907,346747,307319,253911,311874,310189,306658,237343,338742,426330,388682
AT1G22550.1,225,251,297,212,192,237,210,241,221,353,303,322
AT5G51770.1,917,1154,1087,871,940,975,940,928,653,824,1170,875
AT5G07090.3,121,101,112,62,235,148,103,22,51,71,143,179
AT1G05087.1,193,193,219,205,84,236,213,210,179,188,262,232
AT1G05087.2,51,67,87,12,81,39,22,36,8,47,23,67
AT5G02840.5,44,10,34,1,13,11,11,19,8,2,12,2
AT5G02840.2,60,192,127,135,30,28,97,60,154,116,95,120
AT5G02840.3,1108,1121,847,778,674,962,856,1270,1123,1089,1518,1281
AT5G02840.1,4027,4365,5364,4915,3815,5129,4953,4059,3204,5306,6280,5254
AT2G34985.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G13855.1,1,0,1,0,1,0,0,0,1,0,0,0
AT3G62010.1,4668,5983,4273,4414,3629,5342,4607,4397,3394,4887,5557,4340
AT3G62470.1,319,287,376,373,384,334,362,406,266,388,401,390
AT3G01485.1,1,0,0,0,1,1,1,1,0,1,1,1
AT1G62290.5,0,1,0,0,0,0,0,1,0,0,0,0
AT1G62290.4,10,1,1,0,0,0,32,1,0,17,1,0
AT1G62290.6,0,0,0,0,0,0,0,0,0,0,0,0
AT1G62290.1,0,0,0,0,0,0,0,0,0,14,0,0
AT1G62290.3,10,1,1,0,5,0,10,1,1,11,1,0
AT1G62290.2,104,104,157,133,121,96,88,100,74,59,175,220
AT3G62010.2,250,0,1530,850,1392,0,1092,855,790,1793,1687,2445
AT3G04190.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G45234.1,5,6,6,12,2,10,12,10,4,10,5,1
AT3G28670.3,17,4,68,36,28,5,22,49,26,38,37,45
AT3G28670.2,70,3,88,129,161,96,2,72,0,126,192,164
AT3G28670.1,646,913,855,587,551,654,741,667,666,776,733,699
AT2G30020.1,765,875,781,648,1135,881,973,848,597,1151,1291,1440
AT1G63300.1,597,691,732,556,508,548,568,613,448,679,607,776
AT1G08703.1,0,0,0,0,10,0,0,0,0,0,0,0
AT5G07090.1,20033,20875,22696,18123,12256,17091,19455,18838,14926,18498,22392,21147
AT2G22460.1,10,3,12,0,0,0,0,13,11,5,0,0
AT5G56369.1,0,0,5,0,0,0,0,0,0,0,0,0
